order_id,order_datetime,order_date,order_hour,day_of_week,day_type,is_peak_hour,store_id,store_name,store_area,store_lat,store_lon,customer_lat,customer_lon,distance_km,num_items,order_value,delivery_charge,total_amount,prep_time_mins,delivery_time_mins,delivery_status,customer_rating,payment_method
ORD029618,2025-01-28 08:04:20,2025-01-28,8,Tuesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.033008,80.248511,3.08,4,660,0,660,3.6,17.6,Delivered,3.7,UPI
ORD029619,2025-01-22 19:05:18,2025-01-22,19,Wednesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.971208,80.209897,1.32,3,335,0,335,3.4,13.5,Delivered,4.5,UPI
ORD029620,2024-12-14 21:43:01,2024-12-14,21,Saturday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.953535,80.225944,2.44,2,55,25,80,2.9,15.1,Delayed,3.5,UPI
ORD029621,2024-12-09 20:36:58,2024-12-09,20,Monday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.037276,80.243104,1.12,1,440,0,440,3.2,9.2,Delivered,4.5,Card
ORD029622,2025-01-11 19:42:19,2025-01-11,19,Saturday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.992889,80.224216,2.01,3,285,0,285,3.5,15.7,Cancelled,,UPI
ORD029623,2024-12-06 13:12:21,2024-12-06,13,Friday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.041083,80.229788,0.49,3,492,0,492,3.1,4.3,Delivered,4.7,UPI
ORD029624,2024-11-29 08:58:55,2024-11-29,8,Friday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.978934,80.246207,2.81,1,385,0,385,3.3,22.0,Cancelled,,UPI
ORD029625,2024-12-19 19:50:09,2024-12-19,19,Thursday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.031384,80.230495,4.04,3,235,0,235,3.4,29.8,Delivered,4.3,UPI
ORD029626,2024-12-18 08:16:24,2024-12-18,8,Wednesday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.931606,80.13035,1.02,1,295,0,295,4.1,7.7,Delivered,4.9,UPI
ORD029627,2024-11-25 06:17:28,2024-11-25,6,Monday,Weekday,0,DS011,Vadapalani Hub,Vadapalani,13.0502,80.2121,13.035431,80.202965,1.93,3,207,0,207,3.0,9.1,Delivered,4.9,UPI
ORD029628,2024-12-03 20:51:08,2024-12-03,20,Tuesday,Weekday,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.881755,80.231811,2.18,2,70,25,95,2.7,19.3,Delivered,3.6,UPI
ORD029629,2024-11-06 18:29:35,2024-11-06,18,Wednesday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.989384,80.223761,1.62,5,1208,0,1208,3.7,12.0,Delayed,3.0,Cash on Delivery
ORD029630,2024-12-12 08:27:37,2024-12-12,8,Thursday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.022546,80.280655,3.14,1,95,25,120,3.5,24.1,Delayed,2.6,UPI
ORD029631,2025-01-16 08:52:07,2025-01-16,8,Thursday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.941532,80.246559,2.19,3,210,0,210,2.2,18.6,Delayed,2.7,Card
ORD029632,2024-11-01 14:38:28,2024-11-01,14,Friday,Weekday,0,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.076529,80.216335,1.51,1,56,25,81,1.9,7.3,Delivered,4.5,Card
ORD029633,2025-01-19 20:00:56,2025-01-19,20,Sunday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.991319,80.216363,1.89,1,25,25,50,2.5,10.7,Delayed,2.6,UPI
ORD029634,2024-11-10 12:02:20,2024-11-10,12,Sunday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.954291,80.233725,2.69,3,445,0,445,3.9,9.8,Delivered,4.5,UPI
ORD029635,2024-11-27 20:46:33,2024-11-27,20,Wednesday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.071857,80.208881,1.77,4,435,0,435,4.0,13.7,Delivered,4.2,UPI
ORD029636,2024-12-14 19:06:06,2024-12-14,19,Saturday,Weekend,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.98474,80.263286,3.39,2,725,0,725,2.7,17.3,Delivered,3.2,UPI
ORD029637,2024-12-09 12:17:56,2024-12-09,12,Monday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.903433,80.115403,2.54,5,275,0,275,2.2,8.0,Delivered,5.0,Card
ORD029638,2025-01-13 23:22:45,2025-01-13,23,Monday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.949349,80.254324,1.74,1,85,25,110,2.1,9.4,Delivered,5.0,UPI
ORD029639,2024-12-07 07:03:39,2024-12-07,7,Saturday,Weekend,1,DS008,Mylapore Hub,Mylapore,13.0339,80.2619,13.010232,80.262481,2.63,1,35,25,60,2.9,16.7,Delayed,3.6,UPI
ORD029640,2024-11-25 07:37:30,2024-11-25,7,Monday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.948679,80.228567,3.03,2,65,25,90,3.0,14.4,Delivered,4.6,UPI
ORD029641,2024-12-14 07:16:42,2024-12-14,7,Saturday,Weekend,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.067495,80.260455,4.09,3,375,0,375,2.1,22.9,Delayed,2.9,Card
ORD029642,2025-01-25 09:31:39,2025-01-25,9,Saturday,Weekend,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.009707,80.230645,2.97,2,145,25,170,3.4,14.9,Delivered,4.7,UPI
ORD029643,2024-11-29 11:35:19,2024-11-29,11,Friday,Weekday,0,DS006,Nungambakkam Hub,Nungambakkam,13.0569,80.2425,13.034196,80.257147,3.0,1,180,25,205,3.9,13.5,Delivered,4.0,Card
ORD029644,2025-01-11 08:20:40,2025-01-11,8,Saturday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.989817,80.216684,1.72,2,225,0,225,4.0,11.3,Delivered,4.1,UPI
ORD029645,2025-01-26 17:41:27,2025-01-26,17,Sunday,Weekend,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.952046,80.221724,2.55,2,127,25,152,2.5,14.8,Delivered,4.6,UPI
ORD029646,2024-12-15 19:00:37,2024-12-15,19,Sunday,Weekend,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.907501,80.231883,0.85,3,335,0,335,3.1,8.3,Delivered,4.7,Card
ORD029647,2025-01-20 21:09:07,2025-01-20,21,Monday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.986882,80.266845,3.83,2,125,25,150,1.9,20.2,Delivered,3.7,UPI
ORD029648,2025-01-04 09:20:42,2025-01-04,9,Saturday,Weekend,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.018518,80.240006,2.32,1,380,0,380,2.3,16.6,Delivered,3.9,Card
ORD029649,2025-01-06 03:21:31,2025-01-06,3,Monday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.944508,80.226706,2.65,4,765,0,765,2.3,8.9,Delivered,4.6,UPI
ORD029650,2024-12-16 12:48:07,2024-12-16,12,Monday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.104781,80.200407,2.1,2,290,0,290,2.1,10.4,Delivered,4.2,UPI
ORD029651,2024-11-05 13:31:05,2024-11-05,13,Tuesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.007182,80.237858,2.15,2,515,0,515,3.5,9.3,Delivered,4.5,Card
ORD029652,2025-01-08 20:37:57,2025-01-08,20,Wednesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.981731,80.256805,2.7,7,510,0,510,4.2,24.8,Delivered,3.9,UPI
ORD029653,2025-01-16 17:41:07,2025-01-16,17,Thursday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.983997,80.204811,2.08,5,448,0,448,3.9,12.4,Delayed,3.0,Card
ORD029654,2024-12-28 10:49:51,2024-12-28,10,Saturday,Weekend,0,DS009,Porur Hub,Porur,13.0358,80.1559,13.01473,80.177446,3.35,2,285,0,285,3.8,18.5,Delivered,3.7,UPI
ORD029655,2024-12-25 08:39:57,2024-12-25,8,Wednesday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.050235,80.230683,1.01,7,880,0,880,3.9,10.3,Delayed,2.7,UPI
ORD029656,2024-12-02 20:52:04,2024-12-02,20,Monday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.960836,80.241243,0.3,3,183,25,208,4.1,3.8,Delivered,4.6,Card
ORD029657,2024-12-27 19:28:11,2024-12-27,19,Friday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.989333,80.231432,1.95,4,675,0,675,1.8,10.5,Delayed,3.3,UPI
ORD029658,2024-12-16 07:24:32,2024-12-16,7,Monday,Weekday,1,DS011,Vadapalani Hub,Vadapalani,13.0502,80.2121,13.02399,80.230309,3.54,3,400,0,400,2.6,19.8,Delayed,3.5,UPI
ORD029659,2024-12-13 07:08:36,2024-12-13,7,Friday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.033214,80.208678,2.98,1,35,25,60,3.0,20.4,Delayed,3.1,UPI
ORD029660,2024-12-11 07:14:25,2024-12-11,7,Wednesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.981421,80.275437,3.46,1,28,25,53,4.2,22.5,Delayed,2.8,UPI
ORD029661,2025-01-03 19:49:48,2025-01-03,19,Friday,Weekday,1,DS012,Thiruvanmiyur Hub,Thiruvanmiyur,12.983,80.2595,13.006218,80.274274,3.05,4,535,0,535,3.7,16.8,Delayed,3.6,UPI
ORD029662,2024-11-06 14:14:33,2024-11-06,14,Wednesday,Weekday,0,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.894122,80.241566,1.7,2,385,0,385,3.3,8.4,Delivered,4.7,Cash on Delivery
ORD029663,2024-12-04 08:12:57,2024-12-04,8,Wednesday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.112808,80.211692,2.8,2,60,25,85,3.8,15.6,Delivered,3.6,UPI
ORD029664,2025-01-14 06:06:49,2025-01-14,6,Tuesday,Weekday,0,DS011,Vadapalani Hub,Vadapalani,13.0502,80.2121,13.066048,80.211983,1.76,1,490,0,490,2.9,7.3,Delivered,4.6,UPI
ORD029665,2025-01-20 11:39:19,2025-01-20,11,Monday,Weekday,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.02053,80.239634,2.44,4,155,25,180,3.9,10.5,Delivered,4.4,Card
ORD029666,2024-12-19 21:34:23,2024-12-19,21,Thursday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.93197,80.101382,3.07,1,25,25,50,2.2,16.3,Delivered,3.7,Card
ORD029667,2025-01-20 10:52:53,2025-01-20,10,Monday,Weekday,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.056208,80.250267,2.4,2,1100,0,1100,2.8,13.5,Delivered,4.3,UPI
ORD029668,2024-12-14 16:03:59,2024-12-14,16,Saturday,Weekend,0,DS006,Nungambakkam Hub,Nungambakkam,13.0569,80.2425,13.043779,80.242785,1.46,5,255,0,255,3.4,7.1,Delivered,4.5,UPI
ORD029669,2024-11-05 16:17:44,2024-11-05,16,Tuesday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.959304,80.228325,1.91,3,325,0,325,2.6,9.3,Delivered,4.9,Card
ORD029670,2025-01-08 12:52:40,2025-01-08,12,Wednesday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.036461,80.243866,1.24,1,185,25,210,3.0,6.5,Delivered,4.7,UPI
ORD029671,2025-01-23 19:05:40,2025-01-23,19,Thursday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.956016,80.231927,1.44,1,250,0,250,3.5,11.1,Delivered,4.2,UPI
ORD029672,2024-11-05 21:08:31,2024-11-05,21,Tuesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.998696,80.23531,3.06,3,392,0,392,2.4,16.6,Delivered,3.7,Card
ORD029673,2024-12-28 08:39:53,2024-12-28,8,Saturday,Weekend,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.019494,80.271006,2.09,5,725,0,725,2.9,14.4,Delivered,4.2,UPI
ORD029674,2024-11-02 20:31:49,2024-11-02,20,Saturday,Weekend,1,DS008,Mylapore Hub,Mylapore,13.0339,80.2619,13.007091,80.245841,3.47,2,360,0,360,4.1,23.8,Delivered,3.3,Card
ORD029675,2024-11-18 07:42:40,2024-11-18,7,Monday,Weekday,1,DS009,Porur Hub,Porur,13.0358,80.1559,13.044654,80.170838,1.93,1,195,25,220,3.7,11.7,Delivered,4.3,UPI
ORD029676,2024-12-01 12:30:24,2024-12-01,12,Sunday,Weekend,1,DS006,Nungambakkam Hub,Nungambakkam,13.0569,80.2425,13.075955,80.218801,3.38,2,645,0,645,3.1,13.2,Delivered,4.2,UPI
ORD029677,2024-11-08 18:46:44,2024-11-08,18,Friday,Weekday,0,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.083108,80.193196,1.8,4,302,0,302,3.4,11.8,Delivered,4.4,UPI
ORD029678,2024-12-20 12:50:22,2024-12-20,12,Friday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.910594,80.138136,1.81,2,120,25,145,2.4,9.5,Delivered,4.7,UPI
ORD029679,2024-12-12 15:55:54,2024-12-12,15,Thursday,Weekday,0,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.089564,80.185652,2.57,2,97,25,122,2.9,9.0,Delivered,5.0,UPI
ORD029680,2024-12-08 20:33:43,2024-12-08,20,Sunday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.986706,80.247984,3.24,6,435,0,435,3.5,24.9,Delayed,2.9,Card
ORD029681,2025-01-08 21:38:21,2025-01-08,21,Wednesday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.913858,80.109251,2.26,3,645,0,645,1.8,11.1,Delayed,2.6,UPI
ORD029682,2024-12-27 19:03:07,2024-12-27,19,Friday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.058877,80.217666,2.63,1,75,25,100,1.9,23.4,Delivered,3.6,UPI
ORD029683,2025-01-13 21:45:33,2025-01-13,21,Monday,Weekday,1,DS006,Nungambakkam Hub,Nungambakkam,13.0569,80.2425,13.037065,80.230428,2.58,6,925,0,925,1.9,12.3,Delivered,4.1,UPI
ORD029684,2024-12-13 09:13:28,2024-12-13,9,Friday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,13.001994,80.212975,3.13,2,65,25,90,3.8,17.5,Delivered,3.2,UPI
ORD029685,2024-12-08 07:06:33,2024-12-08,7,Sunday,Weekend,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.948544,80.247881,4.17,5,482,0,482,2.0,19.0,Delivered,3.7,Cash on Delivery
ORD029686,2025-01-02 09:46:25,2025-01-02,9,Thursday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.962569,80.239221,0.54,4,600,0,600,2.2,4.5,Delivered,4.7,UPI
ORD029687,2025-01-19 19:07:20,2025-01-19,19,Sunday,Weekend,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.03419,80.220044,1.77,3,128,25,153,2.6,13.0,Delivered,4.3,UPI
ORD029688,2024-12-16 21:24:05,2024-12-16,21,Monday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.009967,80.246257,1.27,1,50,25,75,3.5,9.2,Delivered,4.7,Card
ORD029689,2024-12-07 06:21:53,2024-12-07,6,Saturday,Weekend,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.037674,80.231914,0.52,3,305,0,305,2.1,4.0,Delivered,4.9,UPI
ORD029690,2024-12-17 09:07:18,2024-12-17,9,Tuesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.986475,80.241231,2.56,2,115,25,140,2.6,20.6,Delivered,3.7,UPI
ORD029691,2024-12-22 19:31:21,2024-12-22,19,Sunday,Weekend,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.947875,80.260985,2.4,3,542,0,542,3.4,19.4,Delayed,2.9,UPI
ORD029692,2024-12-03 12:57:02,2024-12-03,12,Tuesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.992278,80.279916,2.99,5,410,0,410,2.8,13.1,Delivered,4.5,UPI
ORD029693,2024-12-22 22:56:23,2024-12-22,22,Sunday,Weekend,0,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.923822,80.234359,2.63,2,260,0,260,2.9,10.2,Delivered,4.7,Card
ORD029694,2024-12-21 19:29:02,2024-12-21,19,Saturday,Weekend,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.086397,80.231499,2.54,2,155,25,180,2.5,16.8,Delivered,4.0,UPI
ORD029695,2024-11-18 22:37:24,2024-11-18,22,Monday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.942847,80.224678,2.94,2,125,25,150,2.6,15.5,Delayed,2.5,UPI
ORD029696,2024-11-13 08:41:41,2024-11-13,8,Wednesday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.077338,80.221538,1.84,1,45,25,70,3.9,14.5,Delivered,4.0,UPI
ORD029697,2024-12-02 12:09:33,2024-12-02,12,Monday,Weekday,1,DS009,Porur Hub,Porur,13.0358,80.1559,13.012989,80.150619,2.6,3,175,25,200,3.8,10.9,Delivered,4.2,UPI
ORD029698,2024-11-21 10:15:13,2024-11-21,10,Thursday,Weekday,0,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.950023,80.23746,1.42,6,517,0,517,3.3,9.6,Delivered,4.8,UPI
ORD029699,2024-12-27 16:13:01,2024-12-27,16,Friday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.971802,80.207936,1.51,1,55,25,80,3.9,8.6,Delivered,4.9,Card
ORD029700,2024-11-22 23:06:45,2024-11-22,23,Friday,Weekday,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.065945,80.255643,3.59,1,56,25,81,1.9,15.6,Delivered,4.3,Cash on Delivery
ORD029701,2024-11-13 19:09:39,2024-11-13,19,Wednesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.979757,80.265574,3.13,1,40,25,65,2.9,25.3,Delivered,3.7,UPI
ORD029702,2025-01-05 14:58:18,2025-01-05,14,Sunday,Weekend,0,DS009,Porur Hub,Porur,13.0358,80.1559,13.016184,80.155428,2.18,1,175,25,200,2.1,8.0,Delivered,4.5,UPI
ORD029703,2024-11-24 10:24:44,2024-11-24,10,Sunday,Weekend,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.024492,80.217396,2.67,2,135,25,160,2.1,17.5,Delivered,4.3,UPI
ORD029704,2024-11-01 03:14:12,2024-11-01,3,Friday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.968657,80.243357,2.56,2,55,25,80,3.5,11.4,Delivered,4.3,UPI
ORD029705,2025-01-05 11:15:02,2025-01-05,11,Sunday,Weekend,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.020456,80.214929,3.18,2,167,25,192,2.8,11.5,Delivered,4.0,Card
ORD029706,2024-12-24 17:40:07,2024-12-24,17,Tuesday,Weekday,0,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.063808,80.213582,2.72,3,210,0,210,2.4,13.5,Delivered,4.2,UPI
ORD029707,2025-01-20 13:55:23,2025-01-20,13,Monday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.942135,80.220818,3.32,5,470,0,470,3.1,18.0,Delivered,4.0,Cash on Delivery
ORD029708,2025-01-03 10:56:30,2025-01-03,10,Friday,Weekday,0,DS009,Porur Hub,Porur,13.0358,80.1559,13.02764,80.130205,2.99,7,1180,0,1180,2.9,17.1,Delayed,3.4,Card
ORD029709,2025-01-29 12:49:16,2025-01-29,12,Wednesday,Weekday,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.912465,80.140422,1.84,4,275,0,275,1.9,9.1,Delivered,5.0,UPI
ORD029710,2025-01-10 19:09:20,2025-01-10,19,Friday,Weekday,1,DS012,Thiruvanmiyur Hub,Thiruvanmiyur,12.983,80.2595,12.985279,80.259754,0.3,1,40,25,65,1.9,4.8,Delivered,4.8,Cash on Delivery
ORD029711,2025-01-16 10:42:06,2025-01-16,10,Thursday,Weekday,0,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.032214,80.269455,3.14,4,1352,0,1352,2.1,20.2,Cancelled,,UPI
ORD029712,2024-12-17 12:24:52,2024-12-17,12,Tuesday,Weekday,1,DS011,Vadapalani Hub,Vadapalani,13.0502,80.2121,13.069204,80.21772,2.2,1,285,0,285,2.9,9.8,Delivered,4.7,UPI
ORD029713,2024-12-13 19:52:31,2024-12-13,19,Friday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.044818,80.254507,2.29,3,495,0,495,2.6,16.2,Delivered,3.3,UPI
ORD029714,2024-11-10 18:43:32,2024-11-10,18,Sunday,Weekend,0,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.038959,80.239136,0.64,2,420,0,420,2.4,7.3,Delivered,4.6,Cash on Delivery
ORD029715,2024-12-14 11:57:02,2024-12-14,11,Saturday,Weekend,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.997061,80.234174,2.84,1,45,25,70,3.2,11.5,Delayed,3.3,UPI
ORD029716,2024-12-10 20:54:44,2024-12-10,20,Tuesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.944395,80.255705,2.27,2,70,25,95,3.0,18.9,Delayed,2.7,UPI
ORD029717,2024-12-24 12:24:16,2024-12-24,12,Tuesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.966112,80.220481,0.99,3,216,0,216,2.1,7.6,Delivered,4.7,UPI
ORD029718,2025-01-07 13:55:23,2025-01-07,13,Tuesday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.971168,80.20904,1.42,3,135,25,160,3.7,8.2,Delivered,4.5,UPI
ORD029719,2024-12-07 01:42:42,2024-12-07,1,Saturday,Weekend,0,DS011,Vadapalani Hub,Vadapalani,13.0502,80.2121,13.031794,80.203869,2.24,2,195,25,220,2.1,8.5,Delivered,4.6,UPI
ORD029720,2025-01-29 12:19:37,2025-01-29,12,Wednesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.946099,80.259258,2.38,2,215,0,215,3.8,12.0,Delayed,3.1,UPI
ORD029721,2024-12-17 19:55:17,2024-12-17,19,Tuesday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.971797,80.225066,2.4,5,507,0,507,2.9,23.5,Delivered,4.3,UPI
ORD029722,2025-01-28 08:04:46,2025-01-28,8,Tuesday,Weekday,1,DS001,T Nagar Hub,T Nagar,13.0418,80.2341,13.038305,80.222005,1.4,4,450,0,450,3.1,14.3,Delivered,4.4,UPI
ORD029723,2025-01-19 19:06:20,2025-01-19,19,Sunday,Weekend,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.965127,80.255056,1.32,6,897,0,897,3.8,13.1,Delivered,4.4,UPI
ORD029724,2024-11-17 11:56:57,2024-11-17,11,Sunday,Weekend,0,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.913302,80.136933,1.49,4,635,0,635,2.8,7.1,Delivered,4.7,UPI
ORD029725,2025-01-23 12:22:24,2025-01-23,12,Thursday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.990647,80.273036,2.5,2,153,25,178,2.2,11.1,Delivered,4.0,UPI
ORD029726,2025-01-09 11:57:04,2025-01-09,11,Thursday,Weekday,0,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.936634,80.131819,1.6,4,296,0,296,2.2,8.4,Delivered,4.9,UPI
ORD029727,2024-11-14 07:42:48,2024-11-14,7,Thursday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.955727,80.246637,0.67,3,360,0,360,2.6,7.3,Delivered,5.0,Cash on Delivery
ORD029728,2024-11-01 17:46:40,2024-11-01,17,Friday,Weekday,0,DS006,Nungambakkam Hub,Nungambakkam,13.0569,80.2425,13.08155,80.256228,3.13,3,452,0,452,3.7,16.3,Delivered,3.8,UPI
ORD029729,2024-11-04 09:20:32,2024-11-04,9,Monday,Weekday,1,DS002,Anna Nagar Hub,Anna Nagar,13.0878,80.2087,13.075016,80.224007,2.21,1,120,25,145,2.7,14.8,Delivered,4.3,UPI
ORD029730,2024-11-21 08:19:18,2024-11-21,8,Thursday,Weekday,1,DS005,Perungudi Hub,Perungudi,12.9611,80.2439,12.944232,80.234927,2.12,4,1465,0,1465,3.4,19.1,Delivered,3.7,Cash on Delivery
ORD029731,2025-01-17 14:45:53,2025-01-17,14,Friday,Weekday,0,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.932782,80.120564,1.34,2,330,0,330,3.2,7.0,Delivered,4.7,Card
ORD029732,2024-11-26 13:13:22,2024-11-26,13,Tuesday,Weekday,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,12.995553,80.266383,1.6,1,90,25,115,2.1,7.6,Delivered,4.6,Card
ORD029733,2024-12-07 08:40:07,2024-12-07,8,Saturday,Weekend,1,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.902359,80.129096,2.29,4,694,0,694,3.6,12.5,Delivered,4.7,UPI
ORD029734,2024-11-28 11:59:02,2024-11-28,11,Thursday,Weekday,0,DS003,Velachery Hub,Velachery,12.975,80.2212,12.977192,80.216084,0.62,1,75,25,100,3.9,5.6,Delivered,4.8,UPI
ORD029735,2024-12-01 15:00:54,2024-12-01,15,Sunday,Weekend,0,DS009,Porur Hub,Porur,13.0358,80.1559,13.014353,80.135262,3.3,4,389,0,389,3.9,11.8,Delivered,4.0,UPI
ORD029736,2024-11-24 06:02:33,2024-11-24,6,Sunday,Weekend,0,DS009,Porur Hub,Porur,13.0358,80.1559,13.059907,80.145237,2.93,4,410,0,410,3.5,11.3,Delivered,4.5,Cash on Delivery
ORD029737,2025-01-18 22:01:01,2025-01-18,22,Saturday,Weekend,0,DS010,Tambaram Hub,Tambaram,12.9229,80.1275,12.93822,80.121559,1.82,1,20,25,45,1.9,7.1,Delivered,4.9,UPI
ORD029738,2025-01-05 13:04:17,2025-01-05,13,Sunday,Weekend,1,DS004,Adyar Hub,Adyar,13.0067,80.2572,13.016812,80.252342,1.25,2,1010,0,1010,2.5,6.6,Delayed,3.8,Card
ORD029739,2025-01-17 21:52:32,2025-01-17,21,Friday,Weekday,1,DS003,Velachery Hub,Velachery,12.975,80.2212,12.978212,80.243519,2.5,6,339,0,339,3.0,14.3,Delivered,4.4,Card
ORD029740,2024-12-21 13:08:35,2024-12-21,13,Saturday,Weekend,1,DS007,Sholinganallur Hub,Sholinganallur,12.901,80.2279,12.924081,80.20712,3.45,4,579,0,579,3.2,12.0,Delivered,4.8,UPI
