inventory_id,store_id,store_area,store_demand_level,product_id,product_name,category,price,demand_frequency,storage_type,current_stock,optimal_stock,reorder_point,stock_status,avg_daily_sales,total_sold_90days,num_orders_90days,stockout_incidents,days_until_stockout,last_restock_date,inventory_value
INV00002009,DS007,Sholinganallur,High,P0269,Band Aid 10pc,Personal Care,55,Medium,Ambient,4,5,3,In Stock,0.23,21,19,0,17.4,2026-02-15,220
INV00002010,DS007,Sholinganallur,High,P0270,Vicks VapoRub 50ml,Personal Care,145,High,Ambient,4,5,3,In Stock,0.72,65,57,0,5.6,2026-02-12,580
INV00002011,DS007,Sholinganallur,High,P0271,Dettol Antiseptic Liquid 550ml,Personal Care,195,High,Ambient,5,5,3,In Stock,0.66,59,52,2,7.6,2026-02-13,975
INV00002012,DS007,Sholinganallur,High,P0272,Cotton Buds 100pc,Personal Care,45,High,Ambient,4,5,3,In Stock,0.59,53,48,1,6.8,2026-02-13,180
INV00002013,DS007,Sholinganallur,High,P0273,Whisper Ultra XL 15 Pads,Personal Care,185,Medium,Ambient,2,5,3,Low Stock,0.23,21,19,1,8.7,2026-02-15,370
INV00002014,DS007,Sholinganallur,High,P0274,Stayfree Secure XL 20 Pads,Personal Care,195,High,Ambient,2,5,3,Low Stock,0.88,79,68,1,2.3,2026-02-13,390
INV00002015,DS007,Sholinganallur,High,P0275,Sanfe Sanitary Napkins 10pc,Personal Care,155,Medium,Ambient,5,5,3,In Stock,0.27,24,21,1,18.5,2026-02-12,775
INV00002016,DS007,Sholinganallur,High,P0276,Pampers Baby Diapers S 20pc,Baby Care,495,Low,Ambient,4,5,3,In Stock,0.27,24,18,2,14.8,2026-02-09,1980
INV00002017,DS007,Sholinganallur,High,P0277,Pampers Baby Diapers M 18pc,Baby Care,595,Medium,Ambient,3,5,3,Low Stock,0.27,24,19,1,11.1,2026-02-15,1785
INV00002018,DS007,Sholinganallur,High,P0278,Pampers Baby Diapers L 16pc,Baby Care,695,Low,Ambient,5,5,3,In Stock,0.14,13,11,2,35.7,2026-02-11,3475
INV00002019,DS007,Sholinganallur,High,P0279,Huggies Diapers S 22pc,Baby Care,485,Medium,Ambient,2,5,3,Low Stock,0.28,25,22,1,7.1,2026-02-09,970
INV00002020,DS007,Sholinganallur,High,P0280,Mamy Poko Pants M 20pc,Baby Care,575,Medium,Ambient,4,5,3,In Stock,0.17,15,14,2,23.5,2026-02-10,2300
INV00002021,DS007,Sholinganallur,High,P0281,Johnson Baby Soap 100g,Baby Care,55,Medium,Ambient,2,5,3,Low Stock,0.31,28,26,0,6.5,2026-02-15,110
INV00002022,DS007,Sholinganallur,High,P0282,Johnson Baby Shampoo 200ml,Baby Care,175,Medium,Ambient,3,5,3,Low Stock,0.24,22,19,0,12.5,2026-02-11,525
INV00002023,DS007,Sholinganallur,High,P0283,Johnson Baby Lotion 200ml,Baby Care,195,Low,Ambient,4,5,3,In Stock,0.23,21,17,1,17.4,2026-02-09,780
INV00002024,DS007,Sholinganallur,High,P0284,Johnson Baby Powder 200g,Baby Care,185,Low,Ambient,5,5,3,In Stock,0.11,10,10,1,45.5,2026-02-09,925
INV00002025,DS007,Sholinganallur,High,P0285,Himalaya Baby Lotion 200ml,Baby Care,165,Low,Ambient,4,5,3,In Stock,0.12,11,9,0,33.3,2026-02-09,660
INV00002026,DS007,Sholinganallur,High,P0286,Cerelac Wheat 300g,Baby Care,185,Low,Ambient,3,5,3,Low Stock,0.16,14,11,2,18.8,2026-02-15,555
INV00002027,DS007,Sholinganallur,High,P0287,Cerelac Multi Grain 300g,Baby Care,195,Medium,Ambient,5,5,3,In Stock,0.22,20,18,0,22.7,2026-02-09,975
INV00002028,DS007,Sholinganallur,High,P0288,Lactogen 1 (0-6 months) 400g,Baby Care,495,Medium,Ambient,4,5,3,In Stock,0.32,29,24,2,12.5,2026-02-10,1980
INV00002029,DS007,Sholinganallur,High,P0289,Farex Baby Food 300g,Baby Care,175,Medium,Ambient,3,5,3,Low Stock,0.27,24,19,0,11.1,2026-02-15,525
INV00002030,DS007,Sholinganallur,High,P0290,Himalaya Baby Wipes 72pc,Baby Care,165,Medium,Ambient,2,5,3,Low Stock,0.3,27,22,2,6.7,2026-02-11,330
INV00002031,DS008,Mylapore,Medium,P0001,Amul Taaza Toned Milk 500ml,"Dairy, Bread & Eggs",28,High,Refrigerated,4,5,3,In Stock,0.44,40,30,0,9.1,2026-02-15,112
INV00002032,DS008,Mylapore,Medium,P0002,Amul Taaza Toned Milk 1L,"Dairy, Bread & Eggs",56,High,Refrigerated,5,5,3,In Stock,0.52,47,32,1,9.6,2026-02-12,280
INV00002033,DS008,Mylapore,Medium,P0003,Amul Gold Full Cream Milk 500ml,"Dairy, Bread & Eggs",32,High,Refrigerated,2,5,3,Low Stock,0.3,27,17,1,6.7,2026-02-10,64
INV00002034,DS008,Mylapore,Medium,P0004,Amul Gold Full Cream Milk 1L,"Dairy, Bread & Eggs",64,High,Refrigerated,5,5,3,In Stock,0.38,34,24,2,13.2,2026-02-12,320
INV00002035,DS008,Mylapore,Medium,P0005,Heritage Fresh Milk 500ml,"Dairy, Bread & Eggs",30,High,Refrigerated,4,5,3,In Stock,0.46,41,33,0,8.7,2026-02-11,120
INV00002036,DS008,Mylapore,Medium,P0006,Nandini Milk 500ml,"Dairy, Bread & Eggs",26,Medium,Refrigerated,2,5,3,Low Stock,0.14,13,10,2,14.3,2026-02-12,52
INV00002037,DS008,Mylapore,Medium,P0007,Amul Fresh Cream 250ml,"Dairy, Bread & Eggs",85,High,Refrigerated,2,5,3,Low Stock,0.62,56,36,1,3.2,2026-02-09,170
INV00002038,DS008,Mylapore,Medium,P0008,Amul Masti Curd 400g,"Dairy, Bread & Eggs",32,High,Refrigerated,3,5,3,Low Stock,0.5,45,24,0,6.0,2026-02-14,96
INV00002039,DS008,Mylapore,Medium,P0009,Mother Dairy Curd 400g,"Dairy, Bread & Eggs",30,High,Refrigerated,4,5,3,In Stock,0.51,46,30,2,7.8,2026-02-14,120
INV00002040,DS008,Mylapore,Medium,P0010,Nestle Dahi 400g,"Dairy, Bread & Eggs",35,High,Refrigerated,2,5,3,Low Stock,0.47,42,26,0,4.3,2026-02-14,70
INV00002041,DS008,Mylapore,Medium,P0011,Amul Salted Butter 100g,"Dairy, Bread & Eggs",56,High,Refrigerated,5,5,3,In Stock,0.37,33,24,2,13.5,2026-02-15,280
INV00002042,DS008,Mylapore,Medium,P0012,Amul Salted Butter 500g,"Dairy, Bread & Eggs",270,Medium,Refrigerated,2,5,3,Low Stock,0.14,13,7,0,14.3,2026-02-11,540
INV00002043,DS008,Mylapore,Medium,P0013,Britannia Butter 100g,"Dairy, Bread & Eggs",54,High,Refrigerated,4,5,3,In Stock,0.46,41,33,0,8.7,2026-02-09,216
INV00002044,DS008,Mylapore,Medium,P0014,Amul Cheese Slices 200g,"Dairy, Bread & Eggs",130,Medium,Refrigerated,4,5,3,In Stock,0.16,14,8,0,25.0,2026-02-15,520
INV00002045,DS008,Mylapore,Medium,P0015,Britannia Cheese Slices 200g,"Dairy, Bread & Eggs",125,Medium,Refrigerated,2,5,3,Low Stock,0.18,16,13,1,11.1,2026-02-11,250
INV00002046,DS008,Mylapore,Medium,P0016,Amul Processed Cheese Block 200g,"Dairy, Bread & Eggs",110,High,Refrigerated,3,5,3,Low Stock,0.54,49,32,0,5.6,2026-02-09,330
INV00002047,DS008,Mylapore,Medium,P0017,Mother Dairy Paneer 200g,"Dairy, Bread & Eggs",95,Medium,Refrigerated,5,5,3,In Stock,0.14,13,11,1,35.7,2026-02-13,475
INV00002048,DS008,Mylapore,Medium,P0018,Amul Fresh Paneer 200g,"Dairy, Bread & Eggs",90,High,Refrigerated,3,5,3,Low Stock,0.5,45,30,0,6.0,2026-02-15,270
INV00002049,DS008,Mylapore,Medium,P0019,Nandini Paneer 200g,"Dairy, Bread & Eggs",85,High,Refrigerated,3,5,3,Low Stock,0.42,38,27,0,7.1,2026-02-10,255
INV00002050,DS008,Mylapore,Medium,P0020,Farm Fresh White Eggs 6 pcs,"Dairy, Bread & Eggs",48,High,Refrigerated,5,5,3,In Stock,0.41,37,28,2,12.2,2026-02-14,240
INV00002051,DS008,Mylapore,Medium,P0021,Farm Fresh Brown Eggs 6 pcs,"Dairy, Bread & Eggs",60,High,Refrigerated,3,5,3,Low Stock,0.53,48,39,0,5.7,2026-02-12,180
INV00002052,DS008,Mylapore,Medium,P0022,Farm Fresh White Eggs 10 pcs,"Dairy, Bread & Eggs",75,High,Refrigerated,3,5,3,Low Stock,0.4,36,25,2,7.5,2026-02-09,225
INV00002053,DS008,Mylapore,Medium,P0023,Amul Kool Milk Drink 200ml,"Dairy, Bread & Eggs",20,High,Refrigerated,2,5,3,Low Stock,0.44,40,25,2,4.5,2026-02-10,40
INV00002054,DS008,Mylapore,Medium,P0024,Amul Lassi 200ml,"Dairy, Bread & Eggs",25,High,Refrigerated,3,5,3,Low Stock,0.46,41,26,1,6.5,2026-02-14,75
INV00002055,DS008,Mylapore,Medium,P0025,Mother Dairy Mishti Doi 400g,"Dairy, Bread & Eggs",42,Medium,Refrigerated,4,5,3,In Stock,0.12,11,7,2,33.3,2026-02-09,168
INV00002056,DS008,Mylapore,Medium,P0026,Britannia Bread Large,"Dairy, Bread & Eggs",40,High,Refrigerated,5,5,3,In Stock,0.37,33,20,2,13.5,2026-02-13,200
INV00002057,DS008,Mylapore,Medium,P0027,Modern Bread Sandwich,"Dairy, Bread & Eggs",45,Medium,Refrigerated,3,5,3,Low Stock,0.22,20,13,2,13.6,2026-02-13,135
INV00002058,DS008,Mylapore,Medium,P0028,Harvest Gold Bread,"Dairy, Bread & Eggs",42,High,Refrigerated,4,5,3,In Stock,0.53,48,34,2,7.5,2026-02-10,168
INV00002059,DS008,Mylapore,Medium,P0029,English Oven Brown Bread,"Dairy, Bread & Eggs",50,High,Refrigerated,13,16,4,In Stock,0.0,0,0,0,999.0,2026-02-15,650
INV00002060,DS008,Mylapore,Medium,P0030,Onion 1kg,Fruits & Vegetables,35,High,Ambient,4,5,3,In Stock,0.12,11,11,2,33.3,2026-02-12,140
INV00002061,DS008,Mylapore,Medium,P0031,Tomato 1kg,Fruits & Vegetables,45,High,Ambient,4,5,3,In Stock,0.33,30,30,2,12.1,2026-02-15,180
INV00002062,DS008,Mylapore,Medium,P0032,Potato 1kg,Fruits & Vegetables,28,High,Ambient,3,5,3,Low Stock,0.3,27,27,2,10.0,2026-02-11,84
INV00002063,DS008,Mylapore,Medium,P0033,Green Chilli 100g,Fruits & Vegetables,15,High,Ambient,5,5,3,In Stock,0.29,26,26,0,17.2,2026-02-09,75
INV00002064,DS008,Mylapore,Medium,P0034,Ginger 200g,Fruits & Vegetables,40,High,Ambient,5,5,3,In Stock,0.26,23,23,0,19.2,2026-02-15,200
INV00002065,DS008,Mylapore,Medium,P0035,Garlic 250g,Fruits & Vegetables,55,High,Ambient,3,5,3,Low Stock,0.29,26,26,2,10.3,2026-02-09,165
INV00002066,DS008,Mylapore,Medium,P0036,Coriander Leaves 100g,Fruits & Vegetables,15,High,Refrigerated,3,5,3,Low Stock,0.22,20,20,2,13.6,2026-02-15,45
INV00002067,DS008,Mylapore,Medium,P0037,Curry Leaves 100g,Fruits & Vegetables,20,High,Refrigerated,3,5,3,Low Stock,0.3,27,27,1,10.0,2026-02-09,60
INV00002068,DS008,Mylapore,Medium,P0038,Lemon 250g (4-5pcs),Fruits & Vegetables,25,High,Ambient,4,5,3,In Stock,0.27,24,24,0,14.8,2026-02-13,100
INV00002069,DS008,Mylapore,Medium,P0039,Carrot 500g,Fruits & Vegetables,30,High,Ambient,2,5,3,Low Stock,0.18,16,16,2,11.1,2026-02-11,60
INV00002070,DS008,Mylapore,Medium,P0040,Beans 500g,Fruits & Vegetables,45,High,Ambient,3,5,3,Low Stock,0.27,24,24,2,11.1,2026-02-09,135
INV00002071,DS008,Mylapore,Medium,P0041,Capsicum Green 500g,Fruits & Vegetables,50,High,Ambient,4,5,3,In Stock,0.18,16,16,1,22.2,2026-02-10,200
INV00002072,DS008,Mylapore,Medium,P0042,Cabbage 1pc,Fruits & Vegetables,35,High,Ambient,2,5,3,Low Stock,0.31,28,28,1,6.5,2026-02-15,70
INV00002073,DS008,Mylapore,Medium,P0043,Cauliflower 1pc,Fruits & Vegetables,40,High,Ambient,5,5,3,In Stock,0.28,25,25,1,17.9,2026-02-14,200
INV00002074,DS008,Mylapore,Medium,P0044,Brinjal 500g,Fruits & Vegetables,35,High,Ambient,3,5,3,Low Stock,0.23,21,21,2,13.0,2026-02-14,105
INV00002075,DS008,Mylapore,Medium,P0045,Ladies Finger 500g,Fruits & Vegetables,40,High,Ambient,3,5,3,Low Stock,0.3,27,27,2,10.0,2026-02-14,120
INV00002076,DS008,Mylapore,Medium,P0046,Beetroot 500g,Fruits & Vegetables,35,High,Ambient,2,5,3,Low Stock,0.2,18,18,0,10.0,2026-02-09,70
INV00002077,DS008,Mylapore,Medium,P0047,Radish White 500g,Fruits & Vegetables,30,High,Ambient,2,5,3,Low Stock,0.29,26,26,2,6.9,2026-02-14,60
INV00002078,DS008,Mylapore,Medium,P0048,Bottle Gourd 1pc,Fruits & Vegetables,35,High,Ambient,2,5,3,Low Stock,0.36,32,32,2,5.6,2026-02-12,70
INV00002079,DS008,Mylapore,Medium,P0049,Bitter Gourd 500g,Fruits & Vegetables,45,High,Ambient,5,5,3,In Stock,0.18,16,16,2,27.8,2026-02-14,225
INV00002080,DS008,Mylapore,Medium,P0050,Banana Robusta 6pcs,Fruits & Vegetables,35,High,Ambient,3,5,3,Low Stock,0.29,26,26,1,10.3,2026-02-14,105
INV00002081,DS008,Mylapore,Medium,P0051,Apple Shimla 4pcs,Fruits & Vegetables,140,High,Ambient,5,5,3,In Stock,0.26,23,23,1,19.2,2026-02-13,700
INV00002082,DS008,Mylapore,Medium,P0052,Pomegranate 1pc,Fruits & Vegetables,85,High,Ambient,2,5,3,Low Stock,0.19,17,17,2,10.5,2026-02-15,170
INV00002083,DS008,Mylapore,Medium,P0053,Orange 500g,Fruits & Vegetables,50,High,Ambient,3,5,3,Low Stock,0.26,23,23,0,11.5,2026-02-12,150
INV00002084,DS008,Mylapore,Medium,P0054,Sweet Lime 500g,Fruits & Vegetables,45,High,Ambient,4,5,3,In Stock,0.31,28,28,1,12.9,2026-02-12,180
INV00002085,DS008,Mylapore,Medium,P0055,Watermelon 1pc (3-4kg),Fruits & Vegetables,80,High,Ambient,5,5,3,In Stock,0.26,23,23,2,19.2,2026-02-14,400
INV00002086,DS008,Mylapore,Medium,P0056,Papaya 1pc,Fruits & Vegetables,45,High,Ambient,3,5,3,Low Stock,0.4,36,36,1,7.5,2026-02-15,135
INV00002087,DS008,Mylapore,Medium,P0057,Grapes Green 500g,Fruits & Vegetables,90,High,Ambient,5,5,3,In Stock,0.36,32,32,0,13.9,2026-02-13,450
INV00002088,DS008,Mylapore,Medium,P0058,Mango (Seasonal),Fruits & Vegetables,120,High,Ambient,5,5,3,In Stock,0.18,16,16,2,27.8,2026-02-09,600
INV00002089,DS008,Mylapore,Medium,P0059,Pineapple 1pc,Fruits & Vegetables,55,High,Ambient,2,5,3,Low Stock,0.29,26,26,1,6.9,2026-02-13,110
INV00002090,DS008,Mylapore,Medium,P0060,Coca Cola 750ml,Cold Drinks & Juices,40,High,Refrigerated,5,5,3,In Stock,0.38,34,27,1,13.2,2026-02-12,200
INV00002091,DS008,Mylapore,Medium,P0061,Coca Cola 2.25L,Cold Drinks & Juices,95,Medium,Refrigerated,5,5,3,In Stock,0.08,7,5,0,62.5,2026-02-13,475
INV00002092,DS008,Mylapore,Medium,P0062,Pepsi 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,5,5,3,In Stock,0.16,14,9,1,31.2,2026-02-10,200
INV00002093,DS008,Mylapore,Medium,P0063,Pepsi 2L,Cold Drinks & Juices,90,High,Refrigerated,4,5,3,In Stock,0.46,41,26,0,8.7,2026-02-09,360
INV00002094,DS008,Mylapore,Medium,P0064,Sprite 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,3,5,3,Low Stock,0.14,13,9,0,21.4,2026-02-10,120
INV00002095,DS008,Mylapore,Medium,P0065,Thumbs Up 750ml,Cold Drinks & Juices,40,Medium,Refrigerated,3,5,3,Low Stock,0.18,16,11,1,16.7,2026-02-15,120
INV00002096,DS008,Mylapore,Medium,P0066,Fanta 750ml,Cold Drinks & Juices,40,High,Refrigerated,4,5,3,In Stock,0.34,31,23,0,11.8,2026-02-09,160
INV00002097,DS008,Mylapore,Medium,P0067,Mountain Dew 750ml,Cold Drinks & Juices,40,High,Refrigerated,5,5,3,In Stock,0.59,53,34,0,8.5,2026-02-12,200
INV00002098,DS008,Mylapore,Medium,P0068,Thums Up 2.25L,Cold Drinks & Juices,95,High,Refrigerated,3,5,3,Low Stock,0.36,32,25,0,8.3,2026-02-09,285
INV00002099,DS008,Mylapore,Medium,P0069,Bisleri Water 1L,Cold Drinks & Juices,20,High,Ambient,5,5,3,In Stock,0.23,21,13,2,21.7,2026-02-10,100
INV00002100,DS008,Mylapore,Medium,P0070,Bisleri Water 2L,Cold Drinks & Juices,35,High,Ambient,5,5,3,In Stock,0.36,32,24,1,13.9,2026-02-10,175
INV00002101,DS008,Mylapore,Medium,P0071,Kinley Water 1L,Cold Drinks & Juices,20,High,Ambient,3,5,3,Low Stock,0.49,44,25,1,6.1,2026-02-09,60
INV00002102,DS008,Mylapore,Medium,P0072,Aquafina Water 1L,Cold Drinks & Juices,20,Medium,Ambient,2,5,3,Low Stock,0.3,27,16,2,6.7,2026-02-10,40
INV00002103,DS008,Mylapore,Medium,P0073,Red Bull Energy Drink 250ml,Cold Drinks & Juices,125,Medium,Refrigerated,2,5,3,Low Stock,0.14,13,9,1,14.3,2026-02-10,250
INV00002104,DS008,Mylapore,Medium,P0074,Sting Energy Drink 250ml,Cold Drinks & Juices,20,Medium,Refrigerated,4,5,3,In Stock,0.11,10,6,0,36.4,2026-02-10,80
INV00002105,DS008,Mylapore,Medium,P0075,Monster Energy Drink 500ml,Cold Drinks & Juices,150,Medium,Refrigerated,3,5,3,Low Stock,0.19,17,10,1,15.8,2026-02-14,450
INV00002106,DS008,Mylapore,Medium,P0076,Real Fruit Juice Mixed Fruit 1L,Cold Drinks & Juices,130,Medium,Refrigerated,5,5,3,In Stock,0.19,17,9,1,26.3,2026-02-14,650
INV00002107,DS008,Mylapore,Medium,P0077,Real Fruit Juice Mango 1L,Cold Drinks & Juices,130,High,Refrigerated,3,5,3,Low Stock,0.33,30,21,1,9.1,2026-02-15,390
INV00002108,DS008,Mylapore,Medium,P0078,Tropicana Orange 1L,Cold Drinks & Juices,145,High,Refrigerated,2,5,3,Low Stock,0.32,29,20,1,6.2,2026-02-15,290
INV00002109,DS008,Mylapore,Medium,P0079,Tropicana Mixed Fruit 1L,Cold Drinks & Juices,145,High,Refrigerated,30,26,7,In Stock,0.0,0,0,0,999.0,2026-02-11,4350
INV00002110,DS008,Mylapore,Medium,P0080,Minute Maid Pulpy Orange 400ml,Cold Drinks & Juices,45,Medium,Refrigerated,4,5,3,In Stock,0.27,24,15,0,14.8,2026-02-10,180
INV00002111,DS008,Mylapore,Medium,P0081,Frooti Mango Drink 160ml,Cold Drinks & Juices,10,High,Refrigerated,5,5,3,In Stock,0.5,45,26,1,10.0,2026-02-11,50
INV00002112,DS008,Mylapore,Medium,P0082,Frooti Mango Drink 1.2L,Cold Drinks & Juices,60,High,Refrigerated,5,5,3,In Stock,0.36,32,24,1,13.9,2026-02-13,300
INV00002113,DS008,Mylapore,Medium,P0083,Maaza Mango Drink 1.2L,Cold Drinks & Juices,60,High,Refrigerated,5,5,3,In Stock,0.42,38,24,0,11.9,2026-02-14,300
INV00002114,DS008,Mylapore,Medium,P0084,Paper Boat Aam Panna 250ml,Cold Drinks & Juices,40,Medium,Refrigerated,5,5,3,In Stock,0.17,15,11,1,29.4,2026-02-12,200
INV00002115,DS008,Mylapore,Medium,P0085,Paper Boat Jaljeera 250ml,Cold Drinks & Juices,40,High,Refrigerated,2,5,3,Low Stock,0.34,31,22,2,5.9,2026-02-15,80
INV00002116,DS008,Mylapore,Medium,P0086,Rasna Orange 750ml,Cold Drinks & Juices,35,High,Refrigerated,4,5,3,In Stock,0.46,41,25,1,8.7,2026-02-10,140
INV00002117,DS008,Mylapore,Medium,P0087,Tang Instant Drink 750g,Cold Drinks & Juices,320,Medium,Refrigerated,4,5,3,In Stock,0.16,14,10,2,25.0,2026-02-10,1280
INV00002118,DS008,Mylapore,Medium,P0088,Nestle Iced Tea Lemon 500ml,Cold Drinks & Juices,40,High,Refrigerated,2,5,3,Low Stock,0.4,36,22,2,5.0,2026-02-13,80
INV00002119,DS008,Mylapore,Medium,P0089,Lays Classic Salted 50g,Snacks & Munchies,20,High,Ambient,4,5,3,In Stock,0.42,38,32,1,9.5,2026-02-11,80
INV00002120,DS008,Mylapore,Medium,P0090,Lays Classic Salted 90g,Snacks & Munchies,35,Medium,Ambient,4,5,3,In Stock,0.06,5,5,2,66.7,2026-02-11,140
INV00002121,DS008,Mylapore,Medium,P0091,Lays American Style Cream & Onion 50g,Snacks & Munchies,20,High,Ambient,2,5,3,Low Stock,0.34,31,24,1,5.9,2026-02-09,40
INV00002122,DS008,Mylapore,Medium,P0092,Kurkure Masala Munch 90g,Snacks & Munchies,20,High,Ambient,5,5,3,In Stock,0.27,24,22,1,18.5,2026-02-14,100
INV00002123,DS008,Mylapore,Medium,P0093,Kurkure Solid Masti 90g,Snacks & Munchies,20,Medium,Ambient,12,11,3,In Stock,0.0,0,0,0,999.0,2026-02-10,240
INV00002124,DS008,Mylapore,Medium,P0094,Bingo Mad Angles 72g,Snacks & Munchies,20,High,Ambient,3,5,3,Low Stock,0.34,31,28,1,8.8,2026-02-12,60
INV00002125,DS008,Mylapore,Medium,P0095,Doritos Nacho Cheese 150g,Snacks & Munchies,75,High,Ambient,4,5,3,In Stock,0.4,36,30,2,10.0,2026-02-12,300
INV00002126,DS008,Mylapore,Medium,P0096,Pringles Original 107g,Snacks & Munchies,130,High,Ambient,4,5,3,In Stock,0.26,23,19,0,15.4,2026-02-12,520
INV00002127,DS008,Mylapore,Medium,P0097,Haldirams Aloo Bhujia 200g,Snacks & Munchies,50,High,Ambient,5,5,3,In Stock,0.27,24,22,2,18.5,2026-02-11,250
INV00002128,DS008,Mylapore,Medium,P0098,Haldirams Moong Dal 200g,Snacks & Munchies,55,High,Ambient,4,5,3,In Stock,0.37,33,28,0,10.8,2026-02-11,220
INV00002129,DS008,Mylapore,Medium,P0099,Haldirams Sev Bhujia 400g,Snacks & Munchies,95,High,Ambient,3,5,3,Low Stock,0.34,31,26,1,8.8,2026-02-13,285
INV00002130,DS008,Mylapore,Medium,P0100,Bikaji Bhujia 200g,Snacks & Munchies,48,High,Ambient,5,5,3,In Stock,0.22,20,19,2,22.7,2026-02-13,240
INV00002131,DS008,Mylapore,Medium,P0101,Parle G Biscuits 376g,Snacks & Munchies,40,High,Ambient,5,5,3,In Stock,0.39,35,31,0,12.8,2026-02-15,200
INV00002132,DS008,Mylapore,Medium,P0102,Britannia Good Day Butter 600g,Snacks & Munchies,80,High,Ambient,5,5,3,In Stock,0.38,34,29,1,13.2,2026-02-09,400
INV00002133,DS008,Mylapore,Medium,P0103,Britannia Marie Gold 250g,Snacks & Munchies,32,High,Ambient,2,5,3,Low Stock,0.31,28,23,1,6.5,2026-02-10,64
INV00002134,DS008,Mylapore,Medium,P0104,Sunfeast Dark Fantasy 300g,Snacks & Munchies,110,High,Ambient,4,5,3,In Stock,0.27,24,22,2,14.8,2026-02-10,440
INV00002135,DS008,Mylapore,Medium,P0105,Oreo Original 300g,Snacks & Munchies,40,High,Ambient,5,5,3,In Stock,0.29,26,22,1,17.2,2026-02-12,200
INV00002136,DS008,Mylapore,Medium,P0106,Hide & Seek 240g,Snacks & Munchies,50,High,Ambient,4,5,3,In Stock,0.43,39,31,0,9.3,2026-02-15,200
INV00002137,DS008,Mylapore,Medium,P0107,Monaco Classic 200g,Snacks & Munchies,25,Medium,Ambient,4,5,3,In Stock,0.24,22,18,1,16.7,2026-02-15,100
INV00002138,DS008,Mylapore,Medium,P0108,Parle 20-20 Cashew Cookies 400g,Snacks & Munchies,55,Medium,Ambient,4,5,3,In Stock,0.09,8,8,2,44.4,2026-02-10,220
INV00002139,DS008,Mylapore,Medium,P0109,Cadbury Dairy Milk Silk 60g,Snacks & Munchies,100,High,Ambient,5,5,3,In Stock,0.38,34,31,0,13.2,2026-02-10,500
INV00002140,DS008,Mylapore,Medium,P0110,KitKat 4 Finger 37.3g,Snacks & Munchies,40,High,Ambient,8,18,5,In Stock,0.0,0,0,0,999.0,2026-02-10,320
INV00002141,DS008,Mylapore,Medium,P0111,5 Star Chocolate 40g,Snacks & Munchies,25,High,Ambient,4,5,3,In Stock,0.29,26,24,2,13.8,2026-02-14,100
INV00002142,DS008,Mylapore,Medium,P0112,Snickers 50g,Snacks & Munchies,40,High,Ambient,4,5,3,In Stock,0.37,33,26,0,10.8,2026-02-15,160
INV00002143,DS008,Mylapore,Medium,P0113,Munch Chocolate 30g,Snacks & Munchies,20,High,Ambient,3,5,3,Low Stock,0.39,35,30,1,7.7,2026-02-15,60
INV00002144,DS008,Mylapore,Medium,P0114,Too Yumm Veggie Stix 56g,Snacks & Munchies,35,High,Ambient,4,5,3,In Stock,0.38,34,31,2,10.5,2026-02-14,140
INV00002145,DS008,Mylapore,Medium,P0115,Act II Popcorn Butter 60g,Snacks & Munchies,50,High,Ambient,2,5,3,Low Stock,0.4,36,30,1,5.0,2026-02-13,100
INV00002146,DS008,Mylapore,Medium,P0116,Cornitos Nacho Chips 150g,Snacks & Munchies,70,Medium,Ambient,5,5,3,In Stock,0.22,20,19,1,22.7,2026-02-13,350
INV00002147,DS008,Mylapore,Medium,P0117,Maggi Masala Noodles 70g,Breakfast & Instant Food,14,High,Ambient,2,5,3,Low Stock,0.24,22,19,0,8.3,2026-02-12,28
INV00002148,DS008,Mylapore,Medium,P0118,Maggi Masala Noodles 280g (4pack),Breakfast & Instant Food,52,High,Ambient,5,5,3,In Stock,0.38,34,31,1,13.2,2026-02-12,260
INV00002149,DS008,Mylapore,Medium,P0119,Maggi Atta Noodles 320g,Breakfast & Instant Food,54,Medium,Ambient,4,5,3,In Stock,0.1,9,8,1,40.0,2026-02-14,216
INV00002150,DS008,Mylapore,Medium,P0120,Top Ramen Curry 280g,Breakfast & Instant Food,48,Medium,Ambient,2,5,3,Low Stock,0.09,8,7,1,22.2,2026-02-14,96
INV00002151,DS008,Mylapore,Medium,P0121,Yippee Magic Masala 240g,Breakfast & Instant Food,42,Medium,Ambient,2,5,3,Low Stock,0.1,9,9,0,20.0,2026-02-10,84
INV00002152,DS008,Mylapore,Medium,P0122,Sunfeast Yippee 420g,Breakfast & Instant Food,60,High,Ambient,2,5,3,Low Stock,0.31,28,25,1,6.5,2026-02-11,120
INV00002153,DS008,Mylapore,Medium,P0123,Knorr Chicken Soup 40g,Breakfast & Instant Food,35,High,Ambient,2,5,3,Low Stock,0.36,32,28,0,5.6,2026-02-13,70
INV00002154,DS008,Mylapore,Medium,P0124,Knorr Hot & Sour Veg Soup 42g,Breakfast & Instant Food,35,High,Ambient,5,5,3,In Stock,0.28,25,24,1,17.9,2026-02-10,175
INV00002155,DS008,Mylapore,Medium,P0125,Maggi Hot Heads 73g,Breakfast & Instant Food,25,High,Ambient,3,5,3,Low Stock,0.32,29,25,0,9.4,2026-02-10,75
INV00002156,DS008,Mylapore,Medium,P0126,Pasta Treat Penne 500g,Breakfast & Instant Food,85,High,Ambient,3,5,3,Low Stock,0.31,28,26,0,9.7,2026-02-12,255
